"unigram","bigram","trigram","freq"
"th","th","centuri",3
"thank","everyon","came",3
"thank","everyon","join",3
"thank","ff","love",3
"thank","follow","great",3
"thank","follow","hope",3
"thank","follow","just",3
"thank","follow","look",3
"thank","follow","well",3
"thank","god","i",3
"thank","help","spread",3
"thank","i","just",3
"thank","i","love",3
"thank","much","follow",3
"thank","new","follow",3
"thank","spread","word",3
"that","i","said",3
"the","best","part",3
"the","best","way",3
"the","compani","will",3
"the","day","i",3
"the","first","thing",3
"the","last","two",3
"the","new","york",3
"the","peopl","i",3
"the","univers","chicago",3
"the","wall","street",3
"then","i","saw",3
"there","just","someth",3
"there","mani","way",3
"thing","happen","i",3
"thing","i","love",3
"thing","i","think",3
"thing","i","want",3
"thing","will","get",3
"think","good","idea",3
"think","i","dont",3
"think","i","ever",3
"think","i","may",3
"think","ive","ever",3
"this","go","great",3
"this","good","way",3
"this","may","sound",3
"this","time","i",3
"though","i","live",3
"though","i","realli",3
"thought","i","just",3
"thought","i","share",3
"ticket","go","sale",3
"time","day","i",3
"time","even","though",3
"time","i","dont",3
"time","i","get",3
"time","i","go",3
"time","i","got",3
"time","i","make",3
"time","i","post",3
"time","i","tri",3
"time","last","night",3
"time","let","go",3
"today","cant","wait",3
"today","i","just",3
"today","i","need",3
"today","i","want",3
"today","stay","tune",3
"tomorrow","i","love",3
"tonight","i","just",3
"tonight","pm","come",3
"tradit","publish","author",3
"treat","medicar","patient",3
"two","week","later",3
"two","year","later",3
"us","i","know",3
"us","patent","trademark",3
"wait","see","friday",3
"wait","see","new",3
"wallingford","ct","show",3
"want","go","back",3
"want","i","want",3
"want","join","i",3
"want","know","i",3
"want","let","know",3
"want","look","like",3
"want","u","bk",3
"watch","movi","i",3
"way","back","i",3
"way","i","dont",3
"we","can","help",3
"we","decid","go",3
"we","great","time",3
"we","love","rt",3
"we","love","see",3
"we","need","go",3
"we","shall","see",3
"wednesday","wallingford","ct",3
"week","i","keep",3
"week","i","know",3
"week","im","just",3
"well","look","forward",3
"well","that","just",3
"went","back","bed",3
"what","happen","i",3
"what","i","go",3
"what","i","love",3
"when","i","call",3
"when","i","come",3
"when","i","work",3
"whether","broadcast","organis",3
"whi","cant","just",3
"whi","i","feel",3
"whole","new","level",3
"wiggl","wiggl","wiggl",3
"wild","orchid","craft",3
"will","admit","i",3
"will","ever","notic",3
"will","follow","back",3
"will","get","better",3
"will","give","away",3
"will","go","back",3
"will","help","us",3
"will","let","know",3
"will","never","ever",3
"will","never","forget",3
"will","see","i",3
"wish","come","true",3
"without","allattractiv","center",3
"wonder","mother","day",3
"wonder","time","year",3
"work","but","i",3
"work","i","like",3
"work","like","charm",3
"write","new","book",3
"yeah","yeah","yeah",3
"year","ago","it",3
"year","ago","there",3
"year","old","this",3
"yes","yes","i",3
"yet","i","still",3
"you","can","alway",3
"you","can","probabl",3
"you","can","still",3
"you","can","take",3
"you","dont","want",3
"you","know","like",3
"you","look","like",3
"you","never","know",3
"your","gonna","get",3
"your","welcom","thank",3
"youv","never","seen",3
"a","friend","mine",2
"a","fuck","where",2
"a","good","exampl",2
"a","half","hour",2
"a","littl","boy",2
"a","lot","good",2
"a","lot","peopl",2
"a","love","heart",2
"a","midsumm","night",2
"a","month","ago",2
"a","month","later",2
"a","muse","studio",2
"a","person","adapt",2
"a","space","odyssey",2
"a","special","thank",2
"a","thing","i",2
"a","veri","happi",2
"abl","get","i",2
"abort","i","pray",2
"absolut","love","i",2
"absolut","love","new",2
"absolut","right","wrong",2
"accord","local","legend",2
"account","i","cant",2
"acid","slime","monster",2
"across","globe","i",2
"act","like","asshol",2
"act","like","old",2
"action","speak","louder",2
"action","take","place",2
"activ","includ","limit",2
"actual","get","eat",2
"actual","laugh","loud",2
"add","lemon","juic",2
"add","littl","bit",2
"add","much","valu",2
"add","sour","cream",2
"address","i","can",2
"address","i","will",2
"address","phone","number",2
"advertis","fee","advertis",2
"advertis","link","amazoncom",2
"after","go","bed",2
"after","read","sever",2
"age","i","believ",2
"ago","i","go",2
"ah","i","see",2
"aint","first","time",2
"air","date","apr",2
"al","qaeda","terror",2
"alabama","vacat","spot",2
"all","i","hear",2
"all","i","think",2
"all","of","the",2
"all","thi","tear",2
"all","well","good",2
"allattractiv","center","the",2
"alli","it","also",2
"allow","feder","govern",2
"allow","gay","marriag",2
"almost","dead","i",2
"almost","time","i",2
"almost","year","ago",2
"along","way","johnni",2
"alreadi","i","can",2
"alreadi","love","the",2
"also","friend","famili",2
"also","look","like",2
"also","take","time",2
"also","want","get",2
"also","write","blog",2
"although","i","think",2
"aluminum","foil","place",2
"alway","feel","like",2
"alway","go","back",2
"alway","side","matter",2
"am","i","right",2
"amaz","i","hope",2
"amaz","i","will",2
"amaz","thing","happen",2
"amazon","certain","content",2
"amazon","eu","associat",2
"amazon","eu","this",2
"amazonca","amazoncouk","amazond",2
"amazoncom","amazonca","amazoncouk",2
"amazoncouk","amazond","amazonfr",2
"amazond","amazonfr","amazonit",2
"amazonfr","amazonit","amazon",2
"amazonit","amazon","certain",2
"ambigu","defin","period",2
"and","didnt","even",2
"and","doesnt","matter",2
"and","dont","forget",2
"and","i","go",2
"and","i","got",2
"and","i","guess",2
"and","i","say",2
"and","i","walk",2
"and","i","want",2
"and","im","left",2
"and","now","i",2
"and","that","end",2
"and","that","i",2
"and","yes","i",2
"and","youv","got",2
"andor","amazon","eu",2
"angel","wing","i",2
"anniversari","first","basebal",2
"announc","come","soon",2
"anoth","citi","i",2
"anoth","great","day",2
"anoth","one","i",2
"answer","phone","i",2
"answer","question","i",2
"anymor","i","love",2
"anyon","els","find",2
"anyon","i","know",2
"anyon","interest","help",2
"anyon","let","know",2
"anyon","see","new",2
"anyth","i","hope",2
"anyth","i","just",2
"anyth","like","ever",2
"anyth","then","i",2
"anything","you","need",2
"anytim","i","go",2
"anyway","im","sure",2
"appeal","appeal","bond",2
"appear","websit","come",2
"appropri","express","feel",2
"arabia","i","love",2
"are","u","gonna",2
"are","you","go",2
"area","i","live",2
"around","hous","i",2
"around","i","cant",2
"around","right","now",2
"around","time","i",2
"around","tri","find",2
"art","form","it",2
"artist","seek","promot",2
"as","author","i",2
"as","i","get",2
"as","i","mention",2
"as","ive","said",2
"as","ive","written",2
"ask","good","morn",2
"ask","hey","i",2
"ask","i","get",2
"ask","i","think",2
"ask","much","i",2
"ask","whether","i",2
"associat","programm","design",2
"at","least","im",2
"at","point","i",2
"at","point","im",2
"at","time","i",2
"at","time","year",2
"attack","i","dont",2
"attack","unite","state",2
"attract","posit","attent",2
"australia","how","come",2
"australia","new","zealand",2
"autism","research","program",2
"avail","next","week",2
"averag","minut","site",2
"away","i","cant",2
"awesom","cant","wait",2
"awesom","i","cant",2
"awesom","let","know",2
"awesom","thank","share",2
"awesom","ya","giveaway",2
"awhil","sinc","ive",2
"back","back","back",2
"back","bed","i",2
"back","but","i",2
"back","day","later",2
"back","forth","everi",2
"back","i","can",2
"back","if","u",2
"back","look","forward",2
"back","onto","road",2
"back","rt","good",2
"back","see","us",2
"back","thank","i",2
"back","twitter","the",2
"back","work","ive",2
"bad","cant","just",2
"bad","mood","i",2
"bad","thing","lol",2
"bake","anoth","minut",2
"bake","sheet","bake",2
"basic","beg","use",2
"basketbal","short","tshirt",2
"bc","date","jerusalem",2
"be","able","to",2
"be","sure","tune",2
"bean","chees","taco",2
"beat","okc","beat",2
"beaten","black","classmat",2
"beauti","day","i",2
"beauti","fall","day",2
"becaus","i","know",2
"becom","fastest","grow",2
"begin","dont","leav",2
"begin","knowledg","thoma",2
"behind","time","youll",2
"belgian","style","beer",2
"believ","i","dont",2
"believ","i","just",2
"believ","i","said",2
"believ","legitim","concern",2
"believ","one","minut",2
"believ","underdog","chase",2
"bell","pepper","cut",2
"ben","jerri","ice",2
"best","birthday","ever",2
"best","both","world",2
"best","friend","live",2
"best","friend","move",2
"best","friend","school",2
"best","friend","we",2
"best","friend","worst",2
"best","guy","friend",2
"best","i","dont",2
"best","idea","ever",2
"best","knowledg","i",2
"best","part","job",2
"best","show","tv",2
"best","thing","i",2
"best","thing","life",2
"bet","i","know",2
"better","everyon","els",2
"better","frame","mind",2
"better","i","expect",2
"better","i","think",2
"bieber","turn","christma",2
"big","awesom","ya",2
"big","bang","theori",2
"big","boy","play",2
"big","thank","you",2
"bird","is","the",2
"bird","want","make",2
"birthday","best","friend",2
"birthday","d","i",2
"birthday","today","love",2
"bit","i","think",2
"bite","ass","i",2
"black","peopl","dont",2
"black","pepper","tast",2
"black","tshirt","white",2
"blah","blah","blah",2
"block","away","i",2
"blog","friend","famili",2
"blog","i","dont",2
"blog","i","follow",2
"blog","let","us",2
"blog","look","like",2
"blog","post","i",2
"bluefield","west","virginia",2
"bob","yer","uncle",2
"bodi","bone","ach",2
"bodi","without","organ",2
"bonbon","shake","bonbon",2
"book","i","can",2
"book","i","couldnt",2
"book","i","ever",2
"book","the","american",2
"book","young","reader",2
"bore","tear","i",2
"bout","tht","i",2
"bow","wow","chris",2
"boy","boy","boy",2
"boy","i","didnt",2
"boy","im","sure",2
"boy","say","can",2
"break","break","break",2
"break","i","need",2
"breast","cancer","survivor",2
"brew","portland","ore",2
"bring","back","memori",2
"bring","us","back",2
"bring","us","home",2
"broadcast","organis","produc",2
"btw","i","love",2
"btw","i","realli",2
"build","nuclear","weapon",2
"burn","i","talk",2
"burn","loot","london",2
"burnt","orang","basketbal",2
"bus","pull","away",2
"busi","day","today",2
"busi","last","year",2
"but","also","rememb",2
"but","first","word",2
"but","i","cant",2
"but","i","get",2
"but","i","guess",2
"but","i","never",2
"but","i","trust",2
"but","i","will",2
"but","i","wouldnt",2
"but","let","us",2
"but","one","thing",2
"but","sinc","i",2
"but","that","say",2
"buy","new","one",2
"buy","ticket","see",2
"call","best","buy",2
"call","i","just",2
"came","across","one",2
"came","back","negat",2
"came","home","work",2
"came","last","night",2
"camera","i","dont",2
"can","also","use",2
"can","alway","go",2
"can","bare","move",2
"can","bring","back",2
"can","chang","life",2
"can","chang","unless",2
"can","come","back",2
"can","count","one",2
"can","easili","replac",2
"can","final","go",2
"can","follow","pleas",2
"can","gain","someon",2
"can","get","around",2
"can","get","follow",2
"can","get","free",2
"can","get","job",2
"can","get","one",2
"can","get","punk",2
"can","get","small",2
"can","go","ahead",2
"can","go","back",2
"can","handl","i",2
"can","help","i",2
"can","help","keep",2
"can","help","make",2
"can","i","go",2
"can","imagin","the",2
"can","join","us",2
"can","just","drop",2
"can","make","card",2
"can","make","differ",2
"can","make","it",2
"can","make","someth",2
"can","make","sure",2
"can","make","work",2
"can","never","fuck",2
"can","never","get",2
"can","never","return",2
"can","probabl","also",2
"can","probabl","guess",2
"can","say","i",2
"can","see","eye",2
"can","see","in",2
"can","see","littl",2
"can","see","peopl",2
"can","see","work",2
"can","send","pictur",2
"can","still","get",2
"can","still","hear",2
"can","still","use",2
"can","tell","i",2
"can","tell","im",2
"can","tell","latest",2
"can","tell","person",2
"can","tell","someon",2
"can","thing","christ",2
"can","think","can",2
"candid","demonstr","modicum",2
"cant","believ","im",2
"cant","breath","talk",2
"cant","find","i",2
"cant","get","drink",2
"cant","get","enough",2
"cant","go","wrong",2
"cant","handl","truth",2
"cant","make","promis",2
"cant","rememb","name",2
"cant","say","exact",2
"cant","say","im",2
"cant","seem","find",2
"cant","seem","get",2
"cant","stop","laugh",2
"cant","stop","watch",2
"cant","tell","differ",2
"cant","tell","im",2
"cant","think","anyth",2
"cant","wait","christma",2
"cant","wait","make",2
"cant","wait","part",2
"cant","wait","put",2
"cant","wait","read",2
"cant","wait","season",2
"cant","wait","so",2
"cant","wait","stop",2
"cant","wait","to",2
"cant","wait","tonight",2
"cant","wait","watch",2
"car","next","us",2
"card","i","like",2
"card","i","think",2
"card","i","use",2
"care","i","just",2
"carl","lewi","mike",2
"carter","if","u",2
"case","bird","want",2
"case","didnt","know",2
"caus","i","dont",2
"caus","i","know",2
"caus","im","sick",2
"cbs","sunday","morn",2
"celebr","th","anniversari",2
"center","chicago","public",2
"certain","content","appear",2
"challeng","make","card",2
"chanc","i","will",2
"chanc","win","free",2
"chancellor","angela","merkel",2
"chang","bit","i",2
"chang","good","thing",2
"chang","i","found",2
"chang","mind","i",2
"chang","one","two",2
"chang","remov","time",2
"chang","world","one",2
"chart","b","easi",2
"chase","dream","break",2
"check","let","know",2
"check","new","websit",2
"chicago","i","love",2
"chicago","public","librari",2
"chicago","the","cultur",2
"child","o","mine",2
"child","red","bull",2
"choic","mitt","romney",2
"choos","eat","clean",2
"choos","one","design",2
"christma","hallmark","channel",2
"christma","light","the",2
"church","the","church",2
"citi","council","vote",2
"citi","i","realli",2
"class","i","mean",2
"class","im","done",2
"class","right","now",2
"class","will","need",2
"cleveland","ohio","the",2
"click","link","right",2
"climb","thing","fun",2
"cloth","diaper","i",2
"coach","frank","vogel",2
"colleg","footbal","hall",2
"colleg","i","got",2
"color","use","copic",2
"colorado","girl","basketbal",2
"come","along","you",2
"come","amazon","servic",2
"come","and","i",2
"come","back","d",2
"come","back","im",2
"come","back","later",2
"come","back","see",2
"come","back","what",2
"come","back","win",2
"come","check","us",2
"come","faster","i",2
"come","home","i",2
"come","home","work",2
"come","i","alway",2
"come","later","week",2
"come","look","forward",2
"come","north","i",2
"come","now","come",2
"come","pretti","quick",2
"come","real","soon",2
"come","soon","haha",2
"come","thank","follow",2
"come","today","get",2
"comedi","pet","theater",2
"comfort","back","rest",2
"comfort","food","like",2
"comment","i","love",2
"comment","i","realli",2
"comment","i","will",2
"commentari","i","dont",2
"commun","support","officer",2
"complex","situat","i",2
"comput","i","think",2
"concert","meetngreet","austintodc",2
"connect","everi","time",2
"connect","i","love",2
"consecut","time","ever",2
"constant","quantiti","if",2
"contact","enemi","regiment",2
"contact","us","today",2
"content","appear","websit",2
"content","provid","subject",2
"cook","egg","first",2
"cool","i","dont",2
"cool","i","like",2
"cooper","road","trail",2
"copic","marker","the",2
"copyright","appel","film",2
"corn","beef","cabbag",2
"corp","handl","crisi",2
"couldnt","agre","thank",2
"couldnt","find","i",2
"couldnt","get","better",2
"couldnt","resist","get",2
"couldnt","think","one",2
"count","one","hand",2
"counti","superior","court",2
"coupl","day","ago",2
"coupl","day","i",2
"coupl","day","the",2
"coupl","day","will",2
"coupl","month","i",2
"coupl","night","ago",2
"coupl","week","ago",2
"coupl","year","ago",2
"coupl","year","i",2
"cours","i","alway",2
"cours","i","want",2
"cover","like","tent",2
"cow","phur","packag",2
"craft","beer","co",2
"craft","project","suck",2
"crap","holi","crap",2
"crazi","busi","week",2
"cream","butter","sugar",2
"cream","sauc","light",2
"creat","entir","differ",2
"creativ","common","licens",2
"creativ","juic","go",2
"cri","right","now",2
"crib","toddler","bed",2
"crore","spent","secur",2
"crusher","star","war",2
"cs","lewi","said",2
"culinari","travel","guid",2
"cultur","center","chicago",2
"cuni","graduat","center",2
"cute","happi","mother",2
"cute","profil","pic",2
"cuz","i","dont",2
"d","great","day",2
"d","i","havent",2
"d","i","love",2
"d","i","thought",2
"d","pretti","sure",2
"dae","su","tell",2
"damn","that","hard",2
"danc","jennif","lopez",2
"dang","i","aint",2
"dark","knight","rise",2
"david","h","keller",2
"day","ago","i",2
"day","and","i",2
"day","at","point",2
"day","away","i",2
"day","back","i",2
"day","day","life",2
"day","feel","like",2
"day","good","night",2
"day","hope","i",2
"day","i","feel",2
"day","i","never",2
"day","i","pray",2
"day","i","start",2
"day","i","tri",2
"day","just","start",2
"day","later","i",2
"day","look","i",2
"day","mother","thank",2
"day","my","mom",2
"day","not","bad",2
"day","now","i",2
"day","now","im",2
"day","pleas","share",2
"day","rest","life",2
"day","right","you",2
"day","sometim","i",2
"day","spring","break",2
"day","though","go",2
"day","though","i",2
"day","time","like",2
"day","today","thank",2
"day","weekend","everyon",2
"day","when","i",2
"day","without","head",2
"day","year","i",2
"day","yes","i",2
"day","yesterday","i",2
"dc","concert","meetngreet",2
"deal","old","issu",2
"decid","i","like",2
"decid","take","chanc",2
"decor","i","like",2
"deeper","deeper","way",2
"deeper","way","way",2
"defin","period","consecut",2
"demonstr","modicum","support",2
"demonstr","white","supremacist",2
"dension","car","dock",2
"describ","m","m",2
"design","provid","mean",2
"despit","fact","i",2
"did","i","just",2
"did","i","mention",2
"did","i","realli",2
"did","on","our",2
"did","realli","just",2
"did","u","fun",2
"did","you","ever",2
"didnt","even","make",2
"didnt","get","answer",2
"didnt","get","one",2
"didnt","get","sleep",2
"didnt","know","need",2
"didnt","say","i",2
"didnt","seem","like",2
"didnt","take","long",2
"didnt","think","i",2
"didnt","want","admit",2
"didnt","want","go",2
"didnt","want","spend",2
"die","i","know",2
"die","i","want",2
"die","plane","crash",2
"differ","form","the",2
"differ","i","can",2
"differ","stay","tune",2
"dime","novel","i",2
"dinner","everi","night",2
"dinner","i","dont",2
"dinner","time","im",2
"direct","messag","us",2
"director","michel","hazanavicius",2
"dirti","hand","krew",2
"dish","i","will",2
"distress","ink","walnut",2
"dnt","go","school",2
"do","even","know",2
"do","i","want",2
"do","realli","think",2
"do","smell","like",2
"do","someth","do",2
"do","you","know",2
"do","you","want",2
"doesnt","enough","experi",2
"doesnt","look","good",2
"doesnt","seem","right",2
"doesnt","seem","work",2
"doesnt","tell","us",2
"dollar","one","hand",2
"don","kish","buck",2
"done","cours","next",2
"done","great","job",2
"done","i","just",2
"done","pretti","well",2
"done","right","way",2
"dont","believ","just",2
"dont","believ","one",2
"dont","believ","there",2
"dont","care","anymor",2
"dont","care","i",2
"dont","care","im",2
"dont","even","feel",2
"dont","forget","add",2
"dont","forget","check",2
"dont","forget","get",2
"dont","forget","i",2
"dont","forget","make",2
"dont","get","one",2
"dont","give","shit",2
"dont","i","think",2
"dont","know","just",2
"dont","know","key",2
"dont","know","look",2
"dont","know","mani",2
"dont","know","name",2
"dont","know","stori",2
"dont","know","thank",2
"dont","know","u",2
"dont","know","what",2
"dont","know","when",2
"dont","know","whether",2
"dont","leav","undetect",2
"dont","like","peopl",2
"dont","miss","opportun",2
"dont","realli","know",2
"dont","realli","need",2
"dont","realli","want",2
"dont","tell","anyon",2
"dont","think","anyon",2
"dont","think","anyth",2
"dont","think","either",2
"dont","think","ill",2
"dont","think","im",2
"dont","tri","get",2
"dont","u","get",2
"dont","want","ask",2
"dont","want","bother",2
"dont","want","move",2
"dont","want","perfect",2
"dont","wast","time",2
"dont","watch","tv",2
"dont","work","anymor",2
"dont","worri","bout",2
"door","open","knock",2
"door","wide","open",2
"dr","martin","luther",2
"drama","angst","section",2
"dream","break","wall",2
"dream","last","night",2
"dress","i","think",2
"drink","i","dont",2
"drink","orang","juic",2
"drunk","high","summertim",2
"each","year","i",2
"ear","burn","i",2
"earli","i","know",2
"earli","morn","i",2
"earli","s","never",2
"earli","thursday","morn",2
"earn","advertis","fee",2
"earth","day","what",2
"earth","god","satan",2
"easier","but","i",2
"east","media","sampler",2
"easter","egg","hunt",2
"eat","ice","cream",2
"eat","pray","love",2
"edit","review","graphic",2
"either","way","go",2
"els","i","can",2
"els","i","see",2
"em","dont","forget",2
"end","day","hes",2
"end","first","period",2
"end","i","decid",2
"end","i","dont",2
"end","last","year",2
"end","long","work",2
"english","languag","word",2
"enough","i","will",2
"enough","side","aisl",2
"enough","then","i",2
"entir","season","i",2
"entir","sure","i",2
"environment","protect","agenci",2
"epidem","quick","get",2
"episod","the","today",2
"es","lo","que",2
"eu","associat","programm",2
"eu","this","content",2
"even","get","start",2
"even","i","didnt",2
"even","i","never",2
"even","though","im",2
"even","though","one",2
"even","though","use",2
"even","write","i",2
"ever","sinc","ive",2
"ever","walk","earth",2
"everi","corner","earth",2
"everi","day","he",2
"everi","day","life",2
"everi","day","make",2
"everi","day","my",2
"everi","honey","let",2
"everi","morn","i",2
"everi","night","i",2
"everi","ten","year",2
"everi","way","possibl",2
"everybodi","deserv","music",2
"everybodi","equal","corrupt",2
"everyon","come","back",2
"everyon","els","today",2
"everyon","enjoy","weekend",2
"everyon","go","follow",2
"everyon","go","like",2
"everyon","go","see",2
"everyon","great","day",2
"everyon","join","us",2
"everyon","keep","eye",2
"everyon","know","best",2
"everyon","pleas","follow",2
"everyon","think","chang",2
"everyone","go","follow",2
"everyth","i","need",2
"everyth","i","say",2
"exact","right","time",2
"excit","cant","wait",2
"excit","i","cant",2
"excit","i","must",2
"exhaust","i","feel",2
"expert","feel","like",2
"extend","famili","member",2
"extra","work","team",2
"extrem","weather","event",2
"eye","make","sure",2
"fabric","contemporari","cloth",2
"fabul","spring","weather",2
"face","go","get",2
"facebook","fan","page",2
"facebook","twitter","googl",2
"fact","i","born",2
"fact","i","love",2
"failur","tri","pleas",2
"fall","behind","time",2
"famili","i","love",2
"famili","style","meal",2
"fan","i","love",2
"fantast","i","hope",2
"farmer","market","spent",2
"fashion","i","guess",2
"fast","escap","fast",2
"fast","food","restaur",2
"favorit","season","i",2
"featur","local","ingredi",2
"feder","reserv","bank",2
"feder","state","law",2
"fee","advertis","link",2
"feedback","will","use",2
"feel","better","alreadi",2
"feel","better","oh",2
"feel","even","better",2
"feel","free","follow",2
"feel","free","stop",2
"feel","good","know",2
"feel","good","outsid",2
"feel","i","also",2
"feel","i","love",2
"feel","like","death",2
"feel","like","dont",2
"feel","like","lot",2
"feel","like","someon",2
"feel","like","someth",2
"feel","like","there",2
"feel","like","work",2
"feel","like","your",2
"feel","like","youv",2
"feel","much","success",2
"feel","peopl","i",2
"feel","right","now",2
"feel","smile","begin",2
"feet","away","i",2
"field","trip","i",2
"fifti","shade","grey",2
"fight","caus","allah",2
"fight","good","fight",2
"final","get","around",2
"final","i","will",2
"final","three","project",2
"find","i","can",2
"find","i","cant",2
"find","least","one",2
"find","new","way",2
"find","way","go",2
"fine","just","tire",2
"finish","christma","shop",2
"finish","mi","run",2
"first","born","son",2
"first","church","and",2
"first","day","got",2
"first","day","school",2
"first","day","summer",2
"first","everyth","els",2
"first","friday","lectur",2
"first","prime","minist",2
"first","time","life",2
"first","time","month",2
"first","time","tomorrow",2
"five","year","ago",2
"five","year","now",2
"focus","thing","i",2
"follow","and","thank",2
"follow","back","check",2
"follow","back","if",2
"follow","back","im",2
"follow","back","let",2
"follow","back","my",2
"follow","back","plz",2
"follow","back","will",2
"follow","feel","free",2
"follow","have","great",2
"follow","i","can",2
"follow","i","cant",2
"follow","i","just",2
"follow","i","look",2
"follow","just","saw",2
"follow","omg","i",2
"follow","peopl","follow",2
"follow","read","comment",2
"follow","thank","follow",2
"follow","thank","honor",2
"follow","us","we",2
"follow","you","can",2
"food","for","thought",2
"food","i","alway",2
"fool","day","prank",2
"footbal","hall","fame",2
"for","first","time",2
"for","i","will",2
"for","moment","i",2
"for","now","howev",2
"for","now","i",2
"for","one","i",2
"forest","citi","ratner",2
"forth","everi","day",2
"forward","get","back",2
"found","someth","go",2
"four","five","six",2
"four","year","old",2
"frame","per","second",2
"frank","da","tank",2
"free","comic","book",2
"free","will","can",2
"freshman","year","colleg",2
"fri","flat","bread",2
"friday","i","think",2
"friday","lectur","seri",2
"friday","night","got",2
"friday","saturday","night",2
"friend","famili","member",2
"friend","happi","birthday",2
"friend","high","school",2
"friend","i","love",2
"friend","mine","i",2
"friend","the","last",2
"from","earli","age",2
"from","time","time",2
"front","door","wide",2
"frost","lace","stickl",2
"frozen","hot","chocol",2
"frozen","yogurt","place",2
"fuck","where","the",2
"full","vessel","full",2
"fun","find","i",2
"fun","fun","fun",2
"fun","game","play",2
"fun","last","night",2
"fun","profit","you",2
"funni","lewi","schaffer",2
"gain","someon","beat",2
"game","he","said",2
"gangsta","i","mean",2
"genet","engin","ingredi",2
"get","act","togeth",2
"get","anyth","done",2
"get","back","i",2
"get","back","work",2
"get","better","better",2
"get","better","right",2
"get","booti","move",2
"get","chair","success",2
"get","creativ","juic",2
"get","done","need",2
"get","extra","entri",2
"get","eye","check",2
"get","far","i",2
"get","follow","will",2
"get","hair","done",2
"get","hang","i",2
"get","head","round",2
"get","home","i",2
"get","home","work",2
"get","ice","cream",2
"get","ill","give",2
"get","last","minut",2
"get","latest","updat",2
"get","look","i",2
"get","lot","sleep",2
"get","much","done",2
"get","nail","done",2
"get","new","phone",2
"get","off","my",2
"get","one","day",2
"get","out","of",2
"get","parti","start",2
"get","punk","hahah",2
"get","readi","hit",2
"get","readi","start",2
"get","real","u",2
"get","result","want",2
"get","rid","cloth",2
"get","rid","i",2
"get","start","see",2
"get","togeth","i",2
"get","week","start",2
"get","world","infect",2
"get","wrong","one",2
"girl","basketbal","playoff",2
"girl","i","got",2
"girl","i","head",2
"girl","i","hope",2
"girl","i","need",2
"girl","i","think",2
"girl","scout","cooki",2
"girl","take","home",2
"girl","talk","shit",2
"give","a","fuck",2
"give","away","one",2
"give","chanc","i",2
"give","money","will",2
"give","us","manolo",2
"give","without","think",2
"give","year","old",2
"glad","i","got",2
"gluten","free","i",2
"go","accord","plan",2
"go","around","happi",2
"go","back","anoth",2
"go","back","day",2
"go","back","home",2
"go","back","reread",2
"go","back","see",2
"go","back","time",2
"go","back","work",2
"go","bed","pm",2
"go","bed","soon",2
"go","can","i",2
"go","dinner","i",2
"go","extra","mile",2
"go","first","i",2
"go","full","time",2
"go","game","tonight",2
"go","get","em",2
"go","go","go",2
"go","good","time",2
"go","great","show",2
"go","great","summer",2
"go","hell","i",2
"go","home","take",2
"go","i","know",2
"go","i","need",2
"go","if","i",2
"go","just","got",2
"go","let","hope",2
"go","lol","i",2
"go","new","york",2
"go","out","to",2
"go","pack","go",2
"go","school","tomorrow",2
"go","sleep","goodnight",2
"go","visit","i",2
"go","want","miss",2
"go","weekend","i",2
"go","work","i",2
"god","bless","u",2
"god","love","us",2
"god","love","way",2
"god","satan","relat",2
"god","strategi","defeat",2
"god","will","done",2
"goe","long","way",2
"gone","i","knew",2
"gone","i","need",2
"gonna","fun","night",2
"gonna","go","make",2
"gonna","great","show",2
"good","day","far",2
"good","enough","then",2
"good","good","i",2
"good","i","love",2
"good","i","think",2
"good","i","want",2
"good","i","wish",2
"good","just","got",2
"good","know","i",2
"good","look","forward",2
"good","luck","i",2
"good","luck","one",2
"good","luck","though",2
"good","luck","today",2
"good","morn","everyon",2
"good","morn","friend",2
"good","morn","im",2
"good","morn","rt",2
"good","music","good",2
"good","night","everyon",2
"good","night","love",2
"good","peopl","there",2
"good","see","last",2
"good","sunday","morn",2
"good","thing","bad",2
"good","thing","go",2
"good","thing","happen",2
"good","thing","ive",2
"good","time","bad",2
"good","time","i",2
"good","time","tonight",2
"good","way","use",2
"good","work","i",2
"goodnight","twitter","thank",2
"gooey","stuff","kong",2
"got","caught","if",2
"got","good","idea",2
"got","home","work",2
"got","i","consid",2
"got","littl","lost",2
"got","live","person",2
"got","spend","time",2
"grab","bite","eat",2
"graham","cracker","swirl",2
"grate","lemon","zest",2
"great","cant","wait",2
"great","day","everyon",2
"great","day","us",2
"great","day","you",2
"great","effort","tonight",2
"great","feel","i",2
"great","florida","gator",2
"great","i","look",2
"great","idea","i",2
"great","idea","thank",2
"great","job","the",2
"great","lunch","today",2
"great","mind","think",2
"great","night","i",2
"great","one","i",2
"great","place","start",2
"great","see","last",2
"great","show","what",2
"great","thing","come",2
"great","time","i",2
"great","time","show",2
"great","way","start",2
"great","week","im",2
"greatest","men","ever",2
"greatest","thing","can",2
"greatest","victori","can",2
"green","chile","beer",2
"grew","up","on",2
"grind","time","grind",2
"group","execut","director",2
"group","extra","work",2
"group","group","extra",2
"guarante","will","die",2
"guess","i","need",2
"guess","im","gonna",2
"guess","will","just",2
"guild","war","gold",2
"guy","i","know",2
"ha","i","know",2
"ha","that","funni",2
"habit","die","hard",2
"had","much","fun",2
"haha","i","miss",2
"haha","i","use",2
"haha","if","i",2
"haha","just","kid",2
"haha","know","i",2
"haha","that","true",2
